"Código Infração","Descrição da Infração","Art.CTB/Decreto","Infrator","Valor Real(R$)","Categoria","Medida Administrativa"
"7056-3","Conduzir motoneta, fazendo malabarismo.","244 , III","Condutor","191,54","Gravíssima","retenção do veículo"
"7056-4","Conduzir motoneta, equilibrando-se em uma roda.","244 , III","Condutor","191,54","Gravíssima","retenção do veículo"
"7056-5","Conduzir ciclomotor, fazendo malabarismo.","244 , III","Condutor","191,54","Gravíssima","retenção do veículo"
"7056-6","Conduzir ciclomotor, equilibrando-se em uma roda.","244 , III","Condutor","191,54","Gravíssima","retenção do veículo"
"7056-7","Conduzir ciclo, fazendo malabarismo.","244 , III","Condutor","191,54","Gravíssima","retenção do veículo"
"7056-8","Conduzir ciclo, equilibrando-se apenas em uma roda.","244 , III","Condutor","191,54","Gravíssima","retenção do veículo"
"7064-1","Conduzir motocicleta, com os faróis apagados.","244 , IV","Condutor","191,54","Gravíssima","retenção do veículo"
"7064-2","Conduzir motoneta, com os faróis apagados.","244 , IV","Condutor","191,54","Gravíssima","retenção do veículo"
"7064-3","Conduzir ciclomotor, com os faróis apagados.","244 , IV","Condutor","191,54","Gravíssima","retenção do veículo"
"7072-1","Conduzir motocicleta, transportando criança menor de sete anos.","244 , V","Condutor","191,54","Gravíssima","retenção do veículo"
"7072-2","Conduzir motocicleta, transportando criança que não tenha, nas circunstâncias, condições de cuidar de sua própria segurança.","244 , V","Condutor","191,54","Gravíssima","retenção do veículo"
"7072-3","Conduzir motoneta, transportando criança menor de sete anos.","244 , V","Condutor","191,54","Gravíssima","retenção do veículo"
"7072-4","Conduzir motoneta, transportando criança que não tenha, nas circunstâncias, condições de cuidar de sua própria segurança.","244 , V","Condutor","191,54","Gravíssima","retenção do veículo"
"7072-5","Conduzir ciclomotor, transportando criança menor de sete anos.","244 , V","Condutor","191,54","Gravíssima","retenção do veículo"
"7072-6","Conduzir ciclomotor, transportando criança que não tenha, nas circunstâncias, condições de cuidar de sua própria segurança.","244 , V","Condutor","191,54","Gravíssima","retenção do veículo"
"7153-1","Deixar de sinalizar qualquer obstáculo à livre circulação, à segurança de veículo e pedestres, no leito da via terrestre, sem agravamento de penalidade pela autoridade de trânsito.","246","Pessoa Fís/Jur","191,54","Gravíssima",""
"7153-2","Deixar de sinalizar qualquer obstáculo à livre circulação, à segurança de veículo e pedestres, na calçada, sem agravamento de penalidade pela autoridade de trânsito.","246","Pessoa Fís/Jur","191,54","Gravíssima",""
"7153-3","Obstaculizar a via indevidamente, sem agravamento de penalidade pela autoridade de trânsito.","246","Pessoa Fís/Jur","191,54","Gravíssima",""
"7161-1","Deixar de sinalizar qualquer obstáculo à livre circulação à seg de veíc e pedestres no leito da via terrestre c/agrav de penalidade de duas vezes pela autor de trânsito.","246","Pessoa Fís/Jur","383,08","Gravíssima",""
"7161-2","Deixar de sinalizar qualquer obstáculo à livre circulação à segur de veículo e pedestres na calçada com agravamento de penalidade de duas vezes pela autoridade de trânsito.","246","Pessoa Fís/Jur","383,08","Gravíssima",""
"7161-3","Obstaculizar a via indevidamente com agravamento da penalidade de duas vezes pela autoridade de trânsito.","246","Pessoa Fís/Jur","383,08","Gravíssima",""
"7170-1","Deixar de sinalizar qualquer obstáculo à livre circulação à seg de veículo e pedestres no leito da via terrestre com agrav de penalidade de três vezes pela autor de trânsito.","246","Pessoa Fís/Jur","574,62","Gravíssima",""
"7170-2","Deixar de sinalizar qualquer obstáculo à livre circulação, à segurança de veículo e pedestres, na calçada, com agrav de penalidade de três vezes pela autoridade de trânsito.","246","Pessoa Fís/Jur","574,62","Gravíssima",""
"7170-3","Obstaculizar a via indevidamente com agravamento da penalidade de três vezes pela autoridade de trânsito.","246","Pessoa Fís/Jur","574,62","Gravíssima",""
"7188-1","Deixar de sinalizar qualquer obstáculo à livre circulação à segurança de veículo e pedestres no leito da via terrestre c/agrav de penalidade de quatro vezes pela aut de trânsito.","246","Pessoa Fís/Jur","766,16","Gravíssima",""
"7188-2","Deixar de sinalizar qualquer obstáculo à livre circulação, à seg de veículo e pedestres, na calçada, com agravamento de penalidade de quatro vezes pela autoridade de trânsito.","246","Pessoa Fís/Jur","766,16","Gravíssima",""
"7188-3","Obstaculizar a via indevidamente com agravamento da penalidade de quatro vezes.","246","Pessoa Fís/Jur","766,16","Gravíssima",""
"7196-1","Deixar de sinalizar qualquer obstáculo à livre circulação à seg de veículo e pedestres no leito da via terrestre c/agrav de penalidade de cinco vezes pela autoridade de trânsito","246","Pessoa Fís/Jur","957,70","Gravíssima",""
"7196-2","Deixar de sinalizar qualquer obstáculo à livre circulação, à seg de veículo e pedestres na calçada, com agravamento de penalidade de cinco vezes pela autoridade de trânsito.","246","Pessoa Fís/Jur","957,70","Gravíssima",""
"7196-3","Obstaculizar a via indevidamente com agravamento da penalidade de cinco vezes pela autoridade de trânsito.","246","Pessoa Fís/Jur","957,70","Grave",""
"7374-1","Bloquear a via com veículo.","253","Condutor","191,54","Grave",""
"Código Infração","Descrição da Infração","Art.Decreto","Infrator","Valor Real(R$)","",""
"9016-1","Transportar produto cujo deslocamento rodoviário seja proibido pelo Ministério dos Transportes.","45, I, a","Transportador","656,54","",""
"9024-1","Transportar produto perigoso a granel que não conste do Certificado de Capacitação.","45, I, b","Transportador","656,54","",""
"9032-1","Transportar produto perigoso a granel em veículo desprovido de Certificado de Capacitação válido.","45, I, c","Transportador","656,54","",""
"9040-1","Transportar, pessoas juntamente com produto perigoso.","45, I, d","Transportador","656,54","",""
"9040-2","Transportar, animais juntamente com produto perigoso.","45, I, d","Transportador","656,54","",""
"9040-3","Transportar, alimentos juntamente com produto perigoso.","45, I, d","Transportador","656,54","",""
"9040-4","Transportar, medicamentos destinados ao consumo humano ou animal juntamente com produto perigoso.","45, I, d","Transportador","656,54","",""
"9040-5","Transportar, embalagens destinadas a alimentos ou medicamentos juntamente com produto perigoso.","45, I, d","Transportador","656,54","",""
"9059-1","Transportar produtos incompatíveis entre si, apesar de advertido pelo expedidor.","45, I, e","Transportador","656,54","",""
"9067-1","Não dar manutenção ao veículo.","45, II, a","Transportador","328,27","",""
"9067-2","Não dar manutenção ao equipamento do veículo.","45, II, a","Transportador","328,27","",""
"9075-1","Estacionar com inobservância ao preceituado no artigo 14.","45, II, b","Transportador","328,27","",""
"9075-2","Parar com inobservância ao preceituado no artigo 14.","45, II, b","Transportador","328,27","",""
"9083-1","Transportar produtos cujas embalagens se encontrem em más condições.","45, II, c","Transportador","328,27","",""
"9091-1","Não adotar, em caso de acidente, as providências constantes da Ficha de Emergência e do Envelope para o Transporte.","45, II, d","Transportador","328,27","",""
"9091-2","Não adotar, em caso de avaria, as providências constantes da Ficha de Emergência e do Envelope para o Transporte.","45, II, d","Transportador","328,27","",""
"9105-1","Transportar produto perigoso a granel sem utilizar o tacógrafo.","45, II, e","Transportador","328,27","",""
"9105-2","Não apresentar o disco do tacógrafo à autoridade competente, quando solicitado.","45, II, e","Transportador","328,27","",""
"9113-1","Transportar carga mal estivada.","45, III, a","Transportador","131,30","",""
"9121-1","Transportar produto perigoso em veículo desprovido de equipamento para situação de emergência.","45, III, b","Transportador","131,30","",""
"9121-2","Transportar produto perigoso em veículo desprovido de equipamento de proteção individual.","45, III, b","Transportador","131,30","",""
"9130-1","Transportar produto perigoso desacompanhado de Certificado de Capacitação para o Transporte de Produtos Perigosos a Granel.","45, III, c","Transportador","131,30","",""
"9148-1","Transportar produto perigoso desacompanhado de declaração de responsabilidade do expedidor, aposta no Documento Fiscal.","45, III, d","Transportador","131,30","",""
"9156-1","Transportar produto perigoso desacompanhado de Ficha de Emergência.","45, III, e","Transportador","131,30","",""
"9156-2","Transportar produto perigoso desacompanhado de Envelope para o transporte.","45, III, e","Transportador","131,30","",""
"9164-1","Transportar produto perigoso sem utilizar, nas embalagens e no veículo, rótulos de risco e painéis de segurança em bom estado e correspondentes ao produto transportado.","45, III, f","Transportador","131,30","",""
"9172-1","Circular em vias públicas nas quais não seja permitido o trânsito de veículos transportando produto perigoso.","45, III, g","Transportador","131,30","",""
"9180-1","Não dar imediata ciência da imobilização do veículo em caso de emergência.","45, III, h","Transportador","131,30","",""
"9180-2","Não dar imediata ciência da imobilização do veículo em caso de acidente.","45, III, h","Transportador","131,30","",""
"9180-3","Não dar imediata ciência da imobilização do veículo em caso de avaria.","45, III, h","Transportador","131,30","",""
"9199-1","Embarcar no veículo produtos incompatíveis entre si.","46, I, a","Expedidor","656,54","",""
"9202-1","Embarcar produto perigoso não constante do Certificado de Capacitação do veículo.","46, I, b","Expedidor","656,54","",""
"9202-2","Embarcar produto perigoso não constante do Certificado de Capacitação do equipamento.","46, I, b","Expedidor","656,54","",""
"9202-3","Embarcar produto perigoso com o Certificado de Capacitação do veículo vencido.","46, I, b","Expedidor","656,54","",""
"9202-4","Embarcar produto perigoso com o Certificado de Capacitação do equipamento vencido.","46, I, b","Expedidor","656,54","",""
"9210-1","Não lançar no Documento Fiscal as informações de que trata item II do artigo 22.","46, I, c","Expedidor","656,54","",""
"9229-1","Expedir produto perigoso com embalagens em más condições.","46, I, d","Expedidor","656,54","",""
"9229-2","Expedir produto perigoso mal acondicionado.","46, I, d","Expedidor","656,54","",""
"9237-1","Não comparecer ao local do acidente quando expressamente convocado pela autoridade competente.","46, I, e","Expedidor","656,54","",""
"9245-1","Embarcar produto perigoso em veículo que não disponha de conjunto de equipamentos para situação de emergência.","46, II, a","Expedidor","328,27","",""
"9245-2","Embarcar produto perigoso em veículo que não disponha de conjunto de equipamentos de proteção individual.","46, II, a","Expedidor","328,27","",""
"9253-1","Não fornecer ao transportador a Ficha de Emergência e o Envelope para o transporte.","46, II, b","Expedidor","328,27","",""
"9261-1","Embarcar produto perigoso em veículo que não esteja utilizando rótulos de risco e painéis de segurança, afixados nos locais adequados.","46, II, c","Expedidor","328,27","",""
"9270-1","Expedir carga fracionada com embalagem externa desprovida dos rótulos de risco específicos.","46, II, d","Expedidor","328,27","",""
"9288-1","Embarcar produto perigoso em veículo ou equipamento que não apresente adequadas condições de manutenção.","46, II, e","Expedidor","328,27","",""
"9296-1","Não prestar os necessários esclarecimentos técnicos em situações de emergência ou acidentes, quando solicitado pelas autoridades.","46, II, f","Expedidor","328,27","",""
